# master_csv: /home/lunet/cglh4/openCOSMO-RS_Pipeline-LH/pipeline_data/3_conformer_xyz/acrylates/rdkit/_master_acrylates_rdkit_100.csv
# previous_lookup: None
# method: topN
# params: {'top_n': 20}
# energy_source: energy_gen# total_input: 2700
# usable_energy: 2700
# total_pruned: 540

lookup_id,energy_active,energy_rank
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf79,108.68878449201677,8.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf90,109.14774109449252,9.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf59,109.51219122831404,10.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf35,110.64219205206538,11.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf74,111.14747919074487,12.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf25,111.41014234525213,13.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf11,112.02655392074044,14.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf45,112.60849392783868,15.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf23,113.14010119932956,16.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf48,113.3098239210882,17.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf82,113.33631274734488,18.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf78,113.58087562805804,19.0
IWBDNDKRBBFYKG-JLHYYAGUSA-N_conf38,114.62173583548082,20.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf59,7.9012323898961085,1.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf83,8.1207019120851,2.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf72,8.156132372168083,3.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf93,8.588552444732283,4.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf25,8.684167232987287,5.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf74,8.922210710020446,6.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf90,9.07852096196934,7.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf24,9.320368903201514,8.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf81,9.535341769418787,9.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf11,9.569332206796046,10.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf34,9.63076781044717,11.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf47,9.656600345579765,12.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf60,9.739312951596286,13.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf95,9.794954757014573,14.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf77,9.828466373029382,15.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf92,9.835922044645123,16.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf46,9.83865452155962,17.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf99,9.859063160699666,18.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf49,9.964668947876394,19.0
JIGUQPWFLRLWPJ-UHFFFAOYSA-N_conf8,9.965272358098098,20.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf73,28.049739915536847,1.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf38,28.3333281323604,2.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf8,28.837225492480123,3.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf39,29.073350584842625,4.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf41,29.383780554101342,5.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf40,29.443693105455065,6.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf90,29.45936339750881,7.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf84,29.561132832833422,8.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf19,29.59140057117814,9.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf76,29.77545538421352,10.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf29,29.96689387553112,11.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf59,30.12837201010936,12.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf58,30.511963040699044,13.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf20,30.62469829313132,14.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf67,30.671581090750266,15.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf57,30.801881167554374,16.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf74,30.824258230871592,17.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf89,30.894030761762536,18.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf50,30.971811168964557,19.0
KBEBGUQPQBELIU-CMDGGOBGSA-N_conf2,30.97480115579011,20.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf9,18.314749729879885,1.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf4,20.91415424363446,2.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf30,22.10117798608613,3.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf16,22.151073113829074,4.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf10,22.97445198766285,5.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf61,22.99881942212249,6.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf25,23.12234743072301,7.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf34,23.48931961154648,8.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf77,23.607002343025297,9.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf83,23.81606815057646,10.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf11,23.824475891693087,11.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf28,23.884193086823643,12.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf52,23.9032560989088,13.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf71,24.329387707580864,14.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf78,24.337130531691862,15.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf49,24.48400806968881,16.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf60,25.032794369004964,17.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf45,25.36234343078057,18.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf0,25.427285556302344,19.0
NCTBYWFEJFTVEL-ZETCQYMHSA-N_conf88,25.52841143004111,20.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf43,126.12396566203196,1.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf34,132.78857255580755,2.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf40,135.8940244283083,3.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf73,137.01072758542466,4.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf68,137.9432422903987,5.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf12,138.07548531021237,6.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf57,140.573163439381,7.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf24,141.24797771700042,8.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf65,141.5135598457629,9.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf10,141.6810380275133,10.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf59,143.6576905588097,11.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf22,146.37873966117164,12.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf51,146.86292022806276,13.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf35,147.0489193179313,14.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf25,148.97551401441186,15.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf16,149.7548068204982,16.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf19,150.2261405739907,17.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf58,154.01186869488853,18.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf7,155.03072049834068,19.0
NHBABHBJROJJJN-JLHYYAGUSA-N_conf75,155.29338127215752,20.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf84,117.26335652099688,1.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf26,117.50196581550884,2.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf50,118.58562427488388,3.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf37,119.22839942847,4.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf19,122.59985871027456,5.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf24,122.62295981335708,6.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf11,122.82250434158044,7.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf36,123.06712436444394,8.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf1,123.46365269923258,9.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf6,124.44388841931472,10.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf79,125.1200330993,11.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf53,125.80045515210502,12.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf97,126.85656300180445,13.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf66,127.5597110076512,14.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf85,127.64015746139177,15.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf41,128.6468455531896,16.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf74,129.74953194972403,17.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf73,129.7984424660581,18.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf13,129.81424206970905,19.0
OPZLDVPRAIERSE-UHFFFAOYSA-N_conf35,130.37045278302787,20.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf37,115.10219429597808,1.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf56,116.34502952211272,2.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf23,116.8130382322288,3.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf36,119.49688651440876,4.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf6,121.74598293326076,5.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf26,122.1595460517735,6.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf54,122.38506348484071,7.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf28,123.95612479205744,8.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf5,125.4201779485916,9.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf83,125.48054337112434,10.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf58,125.77645199487084,11.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf85,126.0968594222728,12.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf80,126.20566738423436,13.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf44,126.82453607882177,14.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf63,127.84308512140544,15.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf95,128.45819879336355,16.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf92,128.87903173072024,17.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf61,130.30468390251747,18.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf86,130.4274013747708,19.0
OQCIXXVMXBXDSC-UHFFFAOYSA-N_conf89,130.48571445865383,20.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf56,42.08356350045403,1.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf96,45.33815551000737,2.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf49,48.508937145314256,3.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf7,48.62861514583391,4.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf76,48.72527378529843,5.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf21,49.34856587665439,6.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf25,49.42222878625528,7.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf38,49.46432623898978,8.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf22,50.71871126794653,9.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf5,51.080841337618494,10.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf11,51.22106450291028,11.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf58,51.29157684483739,12.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf88,51.63738158525554,13.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf89,51.65016362805541,14.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf75,51.883070013100586,15.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf14,52.06745465375127,16.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf93,52.0765828488664,17.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf40,52.24343136286333,18.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf12,52.41582047279499,19.0
PFPUZMSQZJFLBK-UHFFFAOYSA-N_conf81,52.56875221981274,20.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf89,93.73116261469546,1.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf66,99.65257915427934,2.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf59,100.44014564373197,3.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf48,100.6613364926924,4.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf31,102.8200620131725,5.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf39,107.04388840274318,6.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf60,107.0852105780926,7.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf81,107.86724819370284,8.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf29,108.25623013459108,9.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf51,109.99855942588644,10.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf40,115.05944777657494,11.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf70,115.27392454319236,12.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf99,115.44476848136853,13.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf42,115.50401730882952,14.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf79,116.53365340854464,15.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf90,116.7428366397307,16.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf91,117.28315601938196,17.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf78,119.037174016422,18.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf35,119.03865041792538,19.0
PUUAYUBAIZMECZ-JLHYYAGUSA-N_conf52,119.50178723369018,20.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf14,30.81632160882304,1.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf42,30.889264547691926,2.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf9,30.999339343389057,3.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf84,31.06116158723213,4.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf33,31.2441726161925,5.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf30,31.2783786533452,6.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf50,31.377263492753976,7.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf95,31.48403131734669,8.0
QIWKUEJZZCOPFV-UHFFFAOYSA-N_conf49,31.5383796491924,9.0
